FromBIC,ToBIC,TimeTakenInMinutes,Charges
MIDLGB22XXX,CRESCHZZXXX,163,13
CRLYFRPPXXX,MIDLGB22XXX,198,12
MIDLGB22XXX,CRLYFRPPXXX,198,13
AGRIFRPPXXX,MIDLGB22XXX,82,11
MIDLGB22XXX,AGRIFRPPXXX,82,13
SBININBBFXD,MIDLGB22XXX,147,15
MIDLGB22XXX,SBININBBFXD,147,13
ANZBAU3MXXX,MIDLGB22XXX,74,13
MIDLGB22XXX,ANZBAU3MXXX,74,13
BOTKJPJTXXX,MIDLGB22XXX,62,15
MIDLGB22XXX,BOTKJPJTXXX,62,13
SMBCJPJTXXX,MIDLGB22XXX,98,14
MIDLGB22XXX,SMBCJPJTXXX,98,13
CUSCAU2SXXX,MIDLGB22XXX,66,20
MIDLGB22XXX,CUSCAU2SXXX,66,13
ICICINBBCTS,MIDLGB22XXX,108,20
MIDLGB22XXX,ICICINBBCTS,108,13
WFBIUS6SXXX,MIDLGB22XXX,118,15
MIDLGB22XXX,WFBIUS6SXXX,118,13
ABOCCNBJXXX,MIDLGB22XXX,193,10
MIDLGB22XXX,ABOCCNBJXXX,193,13
BKCHCNBJXXX,MIDLGB22XXX,65,12
MIDLGB22XXX,BKCHCNBJXXX,65,13
HYVEDEMMXXX,MIDLGB22XXX,228,10
MIDLGB22XXX,HYVEDEMMXXX,228,13
HELADEF1RRS,MIDLGB22XXX,222,10
MIDLGB22XXX,HELADEF1RRS,222,13
BOFAUS3NXXX,MIDLGB22XXX,67,12
MIDLGB22XXX,BOFAUS3NXXX,67,13
BAFUCH22XXX,MIDLGB22XXX,152,14
MIDLGB22XXX,BAFUCH22XXX,152,13
UTIBINBBXXX,MIDLGB22XXX,194,15
MIDLGB22XXX,UTIBINBBXXX,194,13
CITIUS33XXX,MIDLGB22XXX,108,10
MIDLGB22XXX,CITIUS33XXX,108,13
CHASUS33XXX,MIDLGB22XXX,119,14
MIDLGB22XXX,CHASUS33XXX,119,13
HDFCINBBXXX,MIDLGB22XXX,156,20
MIDLGB22XXX,HDFCINBBXXX,156,13
UBSWCHZH80A,MIDLGB22XXX,138,17
MIDLGB22XXX,UBSWCHZH80A,138,13
CCBCCNBJXXX,MIDLGB22XXX,235,13
MIDLGB22XXX,CCBCCNBJXXX,235,13
RABONL2UXXX,MIDLGB22XXX,164,17
MIDLGB22XXX,RABONL2UXXX,164,13
SOGEFRPPXXX,MIDLGB22XXX,76,19
MIDLGB22XXX,SOGEFRPPXXX,76,13
COBADEFFXXX,MIDLGB22XXX,129,19
MIDLGB22XXX,COBADEFFXXX,129,13
WPACAU2SXXX,MIDLGB22XXX,182,20
MIDLGB22XXX,WPACAU2SXXX,182,13
INGBNL2AXXX,MIDLGB22XXX,227,14
MIDLGB22XXX,INGBNL2AXXX,227,13
PCBCCNBJXXX,MIDLGB22XXX,212,20
MIDLGB22XXX,PCBCCNBJXXX,212,13
DEUTDEBBXXX,COBADEFFXXX,85,15
COBADEFFXXX,DEUTDEBBXXX,85,19
RVSADE77XXX,COBADEFFXXX,56,20
COBADEFFXXX,RVSADE77XXX,56,19
MARBDE6LXXX,COBADEFFXXX,92,18
COBADEFFXXX,MARBDE6LXXX,92,19
HYVEDEMMXXX,COBADEFFXXX,33,10
COBADEFFXXX,HYVEDEMMXXX,33,19
HELADEF1RRS,COBADEFFXXX,28,10
COBADEFFXXX,HELADEF1RRS,28,19
DRESDEFFXXX,COBADEFFXXX,107,18
COBADEFFXXX,DRESDEFFXXX,107,19
GENODEFFXXX,COBADEFFXXX,92,13
COBADEFFXXX,GENODEFFXXX,92,19
MALADE51XXX,COBADEFFXXX,37,12
COBADEFFXXX,MALADE51XXX,37,19
INGBDEFFXXX,COBADEFFXXX,109,18
COBADEFFXXX,INGBDEFFXXX,109,19
BNPAFRPPXXX,COBADEFFXXX,221,18
COBADEFFXXX,BNPAFRPPXXX,221,19
KNABNL2HXXX,COBADEFFXXX,108,16
COBADEFFXXX,KNABNL2HXXX,108,19
MHCBJPJTXXX,COBADEFFXXX,76,15
COBADEFFXXX,MHCBJPJTXXX,76,19
ABNANL2AXXX,COBADEFFXXX,98,16
COBADEFFXXX,ABNANL2AXXX,98,19
MMTOJPJTXXX,COBADEFFXXX,60,20
COBADEFFXXX,MMTOJPJTXXX,60,19
NATAAU3302S,COBADEFFXXX,81,16
COBADEFFXXX,NATAAU3302S,81,19
BLKBCH22XXX,COBADEFFXXX,86,17
COBADEFFXXX,BLKBCH22XXX,86,19
CRESCHZZXXX,COBADEFFXXX,223,11
COBADEFFXXX,CRESCHZZXXX,223,19
CRLYFRPPXXX,COBADEFFXXX,88,12
COBADEFFXXX,CRLYFRPPXXX,88,19
AGRIFRPPXXX,COBADEFFXXX,179,11
COBADEFFXXX,AGRIFRPPXXX,179,19
HSBCGB2LXXX,COBADEFFXXX,177,14
COBADEFFXXX,HSBCGB2LXXX,177,19
SBININBBFXD,COBADEFFXXX,137,15
COBADEFFXXX,SBININBBFXD,137,19
ANZBAU3MXXX,COBADEFFXXX,238,13
COBADEFFXXX,ANZBAU3MXXX,238,19
BOTKJPJTXXX,COBADEFFXXX,92,15
COBADEFFXXX,BOTKJPJTXXX,92,19
BARCGB22XXX,COBADEFFXXX,216,18
COBADEFFXXX,BARCGB22XXX,216,19
SMBCJPJTXXX,COBADEFFXXX,232,14
COBADEFFXXX,SMBCJPJTXXX,232,19
CUSCAU2SXXX,COBADEFFXXX,197,20
COBADEFFXXX,CUSCAU2SXXX,197,19
ICICINBBCTS,COBADEFFXXX,232,20
COBADEFFXXX,ICICINBBCTS,232,19
WFBIUS6SXXX,COBADEFFXXX,120,15
COBADEFFXXX,WFBIUS6SXXX,120,19
ABOCCNBJXXX,COBADEFFXXX,139,10
COBADEFFXXX,ABOCCNBJXXX,139,19
BKCHCNBJXXX,COBADEFFXXX,219,12
COBADEFFXXX,BKCHCNBJXXX,219,19
BOFAUS3NXXX,COBADEFFXXX,92,12
COBADEFFXXX,BOFAUS3NXXX,92,19
BAFUCH22XXX,COBADEFFXXX,70,14
COBADEFFXXX,BAFUCH22XXX,70,19
UTIBINBBXXX,COBADEFFXXX,108,15
COBADEFFXXX,UTIBINBBXXX,108,19
CITIUS33XXX,COBADEFFXXX,216,10
COBADEFFXXX,CITIUS33XXX,216,19
CHASUS33XXX,COBADEFFXXX,106,14
COBADEFFXXX,CHASUS33XXX,106,19
HDFCINBBXXX,COBADEFFXXX,135,20
COBADEFFXXX,HDFCINBBXXX,135,19
UBSWCHZH80A,COBADEFFXXX,180,17
COBADEFFXXX,UBSWCHZH80A,180,19
CCBCCNBJXXX,COBADEFFXXX,229,13
COBADEFFXXX,CCBCCNBJXXX,229,19
RABONL2UXXX,COBADEFFXXX,177,17
COBADEFFXXX,RABONL2UXXX,177,19
RBOSGB2LXXX,COBADEFFXXX,148,11
COBADEFFXXX,RBOSGB2LXXX,148,19
SOGEFRPPXXX,COBADEFFXXX,210,19
COBADEFFXXX,SOGEFRPPXXX,210,19
MIDLGB22XXX,COBADEFFXXX,225,13
COBADEFFXXX,MIDLGB22XXX,225,19
WPACAU2SXXX,COBADEFFXXX,164,20
COBADEFFXXX,WPACAU2SXXX,164,19
INGBNL2AXXX,COBADEFFXXX,68,14
COBADEFFXXX,INGBNL2AXXX,68,19
PCBCCNBJXXX,COBADEFFXXX,226,20
COBADEFFXXX,PCBCCNBJXXX,226,19
BENDAU3BXXX,WPACAU2SXXX,94,18
WPACAU2SXXX,BENDAU3BXXX,94,20
SGBLAU2SXXX,WPACAU2SXXX,33,13
WPACAU2SXXX,SGBLAU2SXXX,33,20
RBOSAU2SXXX,WPACAU2SXXX,109,20
WPACAU2SXXX,RBOSAU2SXXX,109,20
NATAAU3302S,WPACAU2SXXX,113,16
WPACAU2SXXX,NATAAU3302S,113,20
ANZBAU3MXXX,WPACAU2SXXX,112,13
WPACAU2SXXX,ANZBAU3MXXX,112,20
CUSCAU2SXXX,WPACAU2SXXX,66,20
WPACAU2SXXX,CUSCAU2SXXX,66,20
HSBCAU2SXXX,WPACAU2SXXX,44,20
WPACAU2SXXX,HSBCAU2SXXX,44,20
QSNWAU4BXXX,WPACAU2SXXX,110,17
WPACAU2SXXX,QSNWAU4BXXX,110,20
BKWAAU4SXXX,WPACAU2SXXX,88,19
WPACAU2SXXX,BKWAAU4SXXX,88,20
BNPAFRPPXXX,WPACAU2SXXX,87,18
WPACAU2SXXX,BNPAFRPPXXX,87,20
KNABNL2HXXX,WPACAU2SXXX,201,16
WPACAU2SXXX,KNABNL2HXXX,201,20
MHCBJPJTXXX,WPACAU2SXXX,134,15
WPACAU2SXXX,MHCBJPJTXXX,134,20
ABNANL2AXXX,WPACAU2SXXX,78,16
WPACAU2SXXX,ABNANL2AXXX,78,20
DEUTDEBBXXX,WPACAU2SXXX,81,15
WPACAU2SXXX,DEUTDEBBXXX,81,20
MMTOJPJTXXX,WPACAU2SXXX,213,20
WPACAU2SXXX,MMTOJPJTXXX,213,20
BLKBCH22XXX,WPACAU2SXXX,238,17
WPACAU2SXXX,BLKBCH22XXX,238,20
CRESCHZZXXX,WPACAU2SXXX,113,11
WPACAU2SXXX,CRESCHZZXXX,113,20
CRLYFRPPXXX,WPACAU2SXXX,224,12
WPACAU2SXXX,CRLYFRPPXXX,224,20
AGRIFRPPXXX,WPACAU2SXXX,105,11
WPACAU2SXXX,AGRIFRPPXXX,105,20
HSBCGB2LXXX,WPACAU2SXXX,88,14
WPACAU2SXXX,HSBCGB2LXXX,88,20
SBININBBFXD,WPACAU2SXXX,89,15
WPACAU2SXXX,SBININBBFXD,89,20
BOTKJPJTXXX,WPACAU2SXXX,181,15
WPACAU2SXXX,BOTKJPJTXXX,181,20
BARCGB22XXX,WPACAU2SXXX,209,18
WPACAU2SXXX,BARCGB22XXX,209,20
SMBCJPJTXXX,WPACAU2SXXX,78,14
WPACAU2SXXX,SMBCJPJTXXX,78,20
ICICINBBCTS,WPACAU2SXXX,117,20
WPACAU2SXXX,ICICINBBCTS,117,20
WFBIUS6SXXX,WPACAU2SXXX,117,15
WPACAU2SXXX,WFBIUS6SXXX,117,20
ABOCCNBJXXX,WPACAU2SXXX,228,10
WPACAU2SXXX,ABOCCNBJXXX,228,20
BKCHCNBJXXX,WPACAU2SXXX,102,12
WPACAU2SXXX,BKCHCNBJXXX,102,20
HYVEDEMMXXX,WPACAU2SXXX,222,10
WPACAU2SXXX,HYVEDEMMXXX,222,20
HELADEF1RRS,WPACAU2SXXX,236,10
WPACAU2SXXX,HELADEF1RRS,236,20
BOFAUS3NXXX,WPACAU2SXXX,87,12
WPACAU2SXXX,BOFAUS3NXXX,87,20
BAFUCH22XXX,WPACAU2SXXX,167,14
WPACAU2SXXX,BAFUCH22XXX,167,20
UTIBINBBXXX,WPACAU2SXXX,90,15
WPACAU2SXXX,UTIBINBBXXX,90,20
CITIUS33XXX,WPACAU2SXXX,236,10
WPACAU2SXXX,CITIUS33XXX,236,20
CHASUS33XXX,WPACAU2SXXX,142,14
WPACAU2SXXX,CHASUS33XXX,142,20
HDFCINBBXXX,WPACAU2SXXX,62,20
WPACAU2SXXX,HDFCINBBXXX,62,20
UBSWCHZH80A,WPACAU2SXXX,140,17
WPACAU2SXXX,UBSWCHZH80A,140,20
CCBCCNBJXXX,WPACAU2SXXX,194,13
WPACAU2SXXX,CCBCCNBJXXX,194,20
RABONL2UXXX,WPACAU2SXXX,213,17
WPACAU2SXXX,RABONL2UXXX,213,20
RBOSGB2LXXX,WPACAU2SXXX,77,11
WPACAU2SXXX,RBOSGB2LXXX,77,20
SOGEFRPPXXX,WPACAU2SXXX,221,19
WPACAU2SXXX,SOGEFRPPXXX,221,20
MIDLGB22XXX,WPACAU2SXXX,174,13
WPACAU2SXXX,MIDLGB22XXX,174,20
COBADEFFXXX,WPACAU2SXXX,151,19
WPACAU2SXXX,COBADEFFXXX,151,20
INGBNL2AXXX,WPACAU2SXXX,240,14
WPACAU2SXXX,INGBNL2AXXX,240,20
PCBCCNBJXXX,WPACAU2SXXX,195,20
WPACAU2SXXX,PCBCCNBJXXX,195,20
FVLBNL22XXX,INGBNL2AXXX,53,20
INGBNL2AXXX,FVLBNL22XXX,53,14
KNABNL2HXXX,INGBNL2AXXX,128,16
INGBNL2AXXX,KNABNL2HXXX,128,14
ABNANL2AXXX,INGBNL2AXXX,15,16
INGBNL2AXXX,ABNANL2AXXX,15,14
SNSBNL2AXXX,INGBNL2AXXX,41,15
INGBNL2AXXX,SNSBNL2AXXX,41,14
TRIONL2UXXX,INGBNL2AXXX,38,19
INGBNL2AXXX,TRIONL2UXXX,38,14
NWABNL2GXXX,INGBNL2AXXX,34,15
INGBNL2AXXX,NWABNL2GXXX,34,14
RABONL2UXXX,INGBNL2AXXX,61,17
INGBNL2AXXX,RABONL2UXXX,61,14
RBRBNL21XXX,INGBNL2AXXX,119,16
INGBNL2AXXX,RBRBNL21XXX,119,14
ASNBNL21XXX,INGBNL2AXXX,13,19
INGBNL2AXXX,ASNBNL21XXX,13,14
BNPAFRPPXXX,INGBNL2AXXX,155,18
INGBNL2AXXX,BNPAFRPPXXX,155,14
MHCBJPJTXXX,INGBNL2AXXX,100,15
INGBNL2AXXX,MHCBJPJTXXX,100,14
DEUTDEBBXXX,INGBNL2AXXX,122,15
INGBNL2AXXX,DEUTDEBBXXX,122,14
MMTOJPJTXXX,INGBNL2AXXX,143,20
INGBNL2AXXX,MMTOJPJTXXX,143,14
NATAAU3302S,INGBNL2AXXX,142,16
INGBNL2AXXX,NATAAU3302S,142,14
BLKBCH22XXX,INGBNL2AXXX,104,17
INGBNL2AXXX,BLKBCH22XXX,104,14
CRESCHZZXXX,INGBNL2AXXX,138,11
INGBNL2AXXX,CRESCHZZXXX,138,14
CRLYFRPPXXX,INGBNL2AXXX,170,12
INGBNL2AXXX,CRLYFRPPXXX,170,14
AGRIFRPPXXX,INGBNL2AXXX,212,11
INGBNL2AXXX,AGRIFRPPXXX,212,14
HSBCGB2LXXX,INGBNL2AXXX,168,14
INGBNL2AXXX,HSBCGB2LXXX,168,14
SBININBBFXD,INGBNL2AXXX,166,15
INGBNL2AXXX,SBININBBFXD,166,14
ANZBAU3MXXX,INGBNL2AXXX,113,13
INGBNL2AXXX,ANZBAU3MXXX,113,14
BOTKJPJTXXX,INGBNL2AXXX,171,15
INGBNL2AXXX,BOTKJPJTXXX,171,14
BARCGB22XXX,INGBNL2AXXX,66,18
INGBNL2AXXX,BARCGB22XXX,66,14
SMBCJPJTXXX,INGBNL2AXXX,66,14
INGBNL2AXXX,SMBCJPJTXXX,66,14
CUSCAU2SXXX,INGBNL2AXXX,143,20
INGBNL2AXXX,CUSCAU2SXXX,143,14
ICICINBBCTS,INGBNL2AXXX,83,20
INGBNL2AXXX,ICICINBBCTS,83,14
WFBIUS6SXXX,INGBNL2AXXX,228,15
INGBNL2AXXX,WFBIUS6SXXX,228,14
ABOCCNBJXXX,INGBNL2AXXX,76,10
INGBNL2AXXX,ABOCCNBJXXX,76,14
BKCHCNBJXXX,INGBNL2AXXX,175,12
INGBNL2AXXX,BKCHCNBJXXX,175,14
HYVEDEMMXXX,INGBNL2AXXX,227,10
INGBNL2AXXX,HYVEDEMMXXX,227,14
HELADEF1RRS,INGBNL2AXXX,212,10
INGBNL2AXXX,HELADEF1RRS,212,14
BOFAUS3NXXX,INGBNL2AXXX,240,12
INGBNL2AXXX,BOFAUS3NXXX,240,14
BAFUCH22XXX,INGBNL2AXXX,224,14
INGBNL2AXXX,BAFUCH22XXX,224,14
UTIBINBBXXX,INGBNL2AXXX,220,15
INGBNL2AXXX,UTIBINBBXXX,220,14
CITIUS33XXX,INGBNL2AXXX,106,10
INGBNL2AXXX,CITIUS33XXX,106,14
CHASUS33XXX,INGBNL2AXXX,86,14
INGBNL2AXXX,CHASUS33XXX,86,14
HDFCINBBXXX,INGBNL2AXXX,76,20
INGBNL2AXXX,HDFCINBBXXX,76,14
UBSWCHZH80A,INGBNL2AXXX,184,17
INGBNL2AXXX,UBSWCHZH80A,184,14
CCBCCNBJXXX,INGBNL2AXXX,68,13
INGBNL2AXXX,CCBCCNBJXXX,68,14
RBOSGB2LXXX,INGBNL2AXXX,81,11
INGBNL2AXXX,RBOSGB2LXXX,81,14
SOGEFRPPXXX,INGBNL2AXXX,99,19
INGBNL2AXXX,SOGEFRPPXXX,99,14
MIDLGB22XXX,INGBNL2AXXX,109,13
INGBNL2AXXX,MIDLGB22XXX,109,14
COBADEFFXXX,INGBNL2AXXX,144,19
INGBNL2AXXX,COBADEFFXXX,144,14
WPACAU2SXXX,INGBNL2AXXX,182,20
INGBNL2AXXX,WPACAU2SXXX,182,14
PCBCCNBJXXX,INGBNL2AXXX,191,20
INGBNL2AXXX,PCBCCNBJXXX,191,14
CMBCCNBSXXX,PCBCCNBJXXX,96,14
PCBCCNBJXXX,CMBCCNBSXXX,96,20
INDCCNSHXXX,PCBCCNBJXXX,23,11
PCBCCNBJXXX,INDCCNSHXXX,23,20
UNIACNBJXXX,PCBCCNBJXXX,51,18
PCBCCNBJXXX,UNIACNBJXXX,51,20
CETCCNBJXXX,PCBCCNBJXXX,76,11
PCBCCNBJXXX,CETCCNBJXXX,76,20
PSBCCNBJXXX,PCBCCNBJXXX,96,20
PCBCCNBJXXX,PSBCCNBJXXX,96,20
ABOCCNBJXXX,PCBCCNBJXXX,122,10
PCBCCNBJXXX,ABOCCNBJXXX,122,20
BKCHCNBJXXX,PCBCCNBJXXX,112,12
PCBCCNBJXXX,BKCHCNBJXXX,112,20
CCBCCNBJXXX,PCBCCNBJXXX,50,13
PCBCCNBJXXX,CCBCCNBJXXX,50,20
BOCMCNBJXXX,PCBCCNBJXXX,126,17
PCBCCNBJXXX,BOCMCNBJXXX,126,20
BNPAFRPPXXX,PCBCCNBJXXX,220,18
PCBCCNBJXXX,BNPAFRPPXXX,220,20
KNABNL2HXXX,PCBCCNBJXXX,203,16
PCBCCNBJXXX,KNABNL2HXXX,203,20
MHCBJPJTXXX,PCBCCNBJXXX,77,15
PCBCCNBJXXX,MHCBJPJTXXX,77,20
ABNANL2AXXX,PCBCCNBJXXX,207,16
PCBCCNBJXXX,ABNANL2AXXX,207,20
DEUTDEBBXXX,PCBCCNBJXXX,220,15
PCBCCNBJXXX,DEUTDEBBXXX,220,20
MMTOJPJTXXX,PCBCCNBJXXX,193,20
PCBCCNBJXXX,MMTOJPJTXXX,193,20
NATAAU3302S,PCBCCNBJXXX,194,16
PCBCCNBJXXX,NATAAU3302S,194,20
BLKBCH22XXX,PCBCCNBJXXX,191,17
PCBCCNBJXXX,BLKBCH22XXX,191,20
CRESCHZZXXX,PCBCCNBJXXX,192,11
PCBCCNBJXXX,CRESCHZZXXX,192,20
CRLYFRPPXXX,PCBCCNBJXXX,178,12
PCBCCNBJXXX,CRLYFRPPXXX,178,20
AGRIFRPPXXX,PCBCCNBJXXX,171,11
PCBCCNBJXXX,AGRIFRPPXXX,171,20
HSBCGB2LXXX,PCBCCNBJXXX,239,14
PCBCCNBJXXX,HSBCGB2LXXX,239,20
SBININBBFXD,PCBCCNBJXXX,204,15
PCBCCNBJXXX,SBININBBFXD,204,20
ANZBAU3MXXX,PCBCCNBJXXX,187,13
PCBCCNBJXXX,ANZBAU3MXXX,187,20
BOTKJPJTXXX,PCBCCNBJXXX,182,15
PCBCCNBJXXX,BOTKJPJTXXX,182,20
BARCGB22XXX,PCBCCNBJXXX,213,18
PCBCCNBJXXX,BARCGB22XXX,213,20
SMBCJPJTXXX,PCBCCNBJXXX,209,14
PCBCCNBJXXX,SMBCJPJTXXX,209,20
CUSCAU2SXXX,PCBCCNBJXXX,221,20
PCBCCNBJXXX,CUSCAU2SXXX,221,20
ICICINBBCTS,PCBCCNBJXXX,81,20
PCBCCNBJXXX,ICICINBBCTS,81,20
WFBIUS6SXXX,PCBCCNBJXXX,112,15
PCBCCNBJXXX,WFBIUS6SXXX,112,20
HYVEDEMMXXX,PCBCCNBJXXX,163,10
PCBCCNBJXXX,HYVEDEMMXXX,163,20
HELADEF1RRS,PCBCCNBJXXX,213,10
PCBCCNBJXXX,HELADEF1RRS,213,20
BOFAUS3NXXX,PCBCCNBJXXX,60,12
PCBCCNBJXXX,BOFAUS3NXXX,60,20
BAFUCH22XXX,PCBCCNBJXXX,184,14
PCBCCNBJXXX,BAFUCH22XXX,184,20
UTIBINBBXXX,PCBCCNBJXXX,93,15
PCBCCNBJXXX,UTIBINBBXXX,93,20
CITIUS33XXX,PCBCCNBJXXX,160,10
PCBCCNBJXXX,CITIUS33XXX,160,20
CHASUS33XXX,PCBCCNBJXXX,133,14
PCBCCNBJXXX,CHASUS33XXX,133,20
HDFCINBBXXX,PCBCCNBJXXX,80,20
PCBCCNBJXXX,HDFCINBBXXX,80,20
UBSWCHZH80A,PCBCCNBJXXX,132,17
PCBCCNBJXXX,UBSWCHZH80A,132,20
RABONL2UXXX,PCBCCNBJXXX,193,17
PCBCCNBJXXX,RABONL2UXXX,193,20
RBOSGB2LXXX,PCBCCNBJXXX,73,11
PCBCCNBJXXX,RBOSGB2LXXX,73,20
SOGEFRPPXXX,PCBCCNBJXXX,111,19
PCBCCNBJXXX,SOGEFRPPXXX,111,20
MIDLGB22XXX,PCBCCNBJXXX,155,13
PCBCCNBJXXX,MIDLGB22XXX,155,20
COBADEFFXXX,PCBCCNBJXXX,90,19
PCBCCNBJXXX,COBADEFFXXX,90,20
WPACAU2SXXX,PCBCCNBJXXX,78,20
PCBCCNBJXXX,WPACAU2SXXX,78,20
INGBNL2AXXX,PCBCCNBJXXX,135,14
PCBCCNBJXXX,INGBNL2AXXX,135,20
